Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
1964348882546,Cake,3,Cash,In-store,2015-04-04
7717442850683,Milk,3,Digital Wallet,Takeaway,2015-11-28
1380678425558,Smoothie,3,Cash,In-store,2015-03-16
4179304097002,Smoothie,1,Digital Wallet,Takeaway,2015-11-21
0481711456872,Cookie,3,Cash,In-store,2015-07-01
3172729400823,Milk,2,Credit Card,Takeaway,2015-10-09
5890924844720,Yogurt,2,Digital Wallet,In-store,2015-11-09
3954919695796,Yogurt,2,Credit Card,In-store,2015-01-27
5622748081261,Water,3,Cash,Takeaway,2015-10-20
1590002164095,Milk,2,Cash,Takeaway,2015-08-14
8486169234067,Coffee,1,Cash,Takeaway,2015-10-02
5468011214017,Cake,3,Digital Wallet,In-store,2015-10-09
9651801330684,Sandwich,3,Digital Wallet,Takeaway,2015-10-23
7490057210805,Milk,3,Credit Card,In-store,2015-05-04
0727237862507,Coffee,2,Cash,In-store,2015-03-19
5240979488606,Juice,1,Credit Card,Takeaway,2015-07-23
2882601241932,Ice Cream,1,Digital Wallet,Takeaway,2015-02-07
1010564131637,Yogurt,2,Credit Card,Takeaway,2015-10-08
6359202306057,Salad,1,Credit Card,In-store,2015-06-21
0011818461990,Ice Cream,3,Cash,In-store,2015-02-16
4037544769649,Soda,3,Cash,In-store,2015-12-25
0795515425805,Salad,1,Cash,Takeaway,2015-02-26
9643871448406,Cookie,1,Credit Card,In-store,2015-05-13
6127307182728,Juice,2,Cash,In-store,2015-07-25
6483069417561,Sandwich,1,Digital Wallet,In-store,2015-10-23
9648880302466,Cake,2,Credit Card,In-store,2015-08-20
2715486690611,Yogurt,1,Cash,Takeaway,2015-07-09
2560950654657,Yogurt,2,Credit Card,Takeaway,2015-04-25
3198886086359,Tea,1,Digital Wallet,Takeaway,2015-07-28
2323066857264,Sandwich,1,Cash,Takeaway,2015-12-28
4098342342960,Cookie,1,Cash,Takeaway,2015-06-10
7419278936646,Milk,1,Cash,Takeaway,2015-12-25
9718062509508,Cake,3,Digital Wallet,Takeaway,2015-02-20
7238382573260,Cake,1,Credit Card,Takeaway,2015-01-18
9472954686400,Salad,2,Cash,In-store,2015-03-27
6592291105747,Smoothie,3,Digital Wallet,In-store,2015-10-30
4424393273975,Soda,2,Credit Card,Takeaway,2015-12-03
4114461724095,Milk,2,Cash,Takeaway,2015-03-26
1644382990499,Coffee,1,Credit Card,In-store,2015-07-07
2575382770721,Yogurt,1,Cash,Takeaway,2015-08-27
0970709177719,Juice,3,Digital Wallet,Takeaway,2015-06-13
7807147833668,Cookie,3,Credit Card,In-store,2015-03-07
6863743849657,Smoothie,3,Cash,In-store,2015-05-02
2705755593934,Smoothie,2,Digital Wallet,In-store,2015-01-18
0903556023632,Soda,1,Cash,In-store,2015-03-20
1284087129093,Sandwich,1,Cash,Takeaway,2015-10-22
6959816820828,Salad,2,Digital Wallet,In-store,2015-10-13
4163546832064,Sandwich,3,Digital Wallet,In-store,2015-10-02
8786130917822,Smoothie,2,Digital Wallet,In-store,2015-03-18
9609884365338,Ice Cream,2,Credit Card,Takeaway,2015-04-17
4647220845521,Sandwich,1,Digital Wallet,In-store,2015-01-22
1567658900636,Juice,3,Cash,In-store,2015-02-12
1581850998802,Smoothie,2,Digital Wallet,Takeaway,2015-08-06
8423697505368,Ice Cream,2,Cash,Takeaway,2015-02-05
1677560206228,Ice Cream,1,Cash,Takeaway,2015-05-03
2245321396526,Water,3,Digital Wallet,Takeaway,2015-07-03
3561338038976,Ice Cream,3,Credit Card,In-store,2015-12-16
8127778662611,Coffee,1,Credit Card,Takeaway,2015-08-05
0109096659205,Coffee,3,Cash,In-store,2015-05-29
7667431096373,Juice,1,Digital Wallet,Takeaway,2015-04-18
1547311803009,Juice,3,Digital Wallet,Takeaway,2015-05-22
7515441216048,Salad,2,Cash,In-store,2015-03-18
8767924512799,Juice,1,Credit Card,In-store,2015-09-25
4278949119077,Salad,1,Digital Wallet,Takeaway,2015-05-14
1914082226786,Salad,1,Digital Wallet,In-store,2015-06-30
0960157360436,Juice,3,Credit Card,In-store,2015-02-18
9017542789493,Water,1,Credit Card,In-store,2015-01-23
6522186220866,Salad,3,Digital Wallet,In-store,2015-04-22
5469754501761,Soda,3,Digital Wallet,In-store,2015-01-11
2914648052766,Salad,2,Cash,Takeaway,2015-09-05
5497279053960,Smoothie,1,Cash,In-store,2015-10-10
1768905121662,Yogurt,1,Cash,Takeaway,2015-07-19
7860882213133,Cake,2,Digital Wallet,In-store,2015-02-26
6332026948146,Cake,1,Cash,Takeaway,2015-02-21
2543727455718,Tea,3,Credit Card,In-store,2015-05-22
8793111651231,Smoothie,3,Cash,In-store,2015-12-06
3471291661848,Salad,1,Credit Card,In-store,2015-05-10
1226579800387,Ice Cream,2,Credit Card,Takeaway,2015-06-18
6351054064918,Soda,2,Credit Card,Takeaway,2015-01-21
2412505588415,Cookie,2,Cash,Takeaway,2015-10-03
6297845932847,Ice Cream,2,Digital Wallet,In-store,2015-01-23
2624690414473,Milk,2,Credit Card,Takeaway,2015-03-21
6014445431170,Milk,1,Cash,Takeaway,2015-02-01
1901042771905,Ice Cream,3,Credit Card,In-store,2015-06-06
9790652260112,Water,3,Cash,Takeaway,2015-05-24
6486414884896,Cake,1,Digital Wallet,Takeaway,2015-08-02
8094194287004,Salad,2,Digital Wallet,Takeaway,2015-06-28
6763887972429,Yogurt,1,Digital Wallet,Takeaway,2015-07-19
7081278293960,Milk,2,Cash,Takeaway,2015-12-11
2254679020038,Milk,1,Digital Wallet,In-store,2015-01-22
5893675106406,Yogurt,2,Credit Card,In-store,2015-08-02
2563131291900,Juice,3,Digital Wallet,Takeaway,2015-05-19
3595463737459,Smoothie,2,Cash,Takeaway,2015-07-09
8006012884555,Coffee,1,Digital Wallet,In-store,2015-01-18
5462907407811,Cookie,3,Digital Wallet,Takeaway,2015-03-18
8218848346484,Cookie,2,Credit Card,Takeaway,2015-08-29
4767473369169,Soda,2,Digital Wallet,Takeaway,2015-08-29
2339847694775,Ice Cream,2,Digital Wallet,Takeaway,2015-01-20
8778832697300,Milk,1,Cash,Takeaway,2015-07-17
8016783473551,Water,2,Credit Card,In-store,2015-05-02
8960676972921,Coffee,1,Credit Card,Takeaway,2016-09-16
7263791863459,Milk,1,Cash,In-store,2016-04-01
9813710970249,Tea,2,Credit Card,In-store,2016-11-08
4189864057620,Smoothie,2,Cash,Takeaway,2016-02-10
5185629447520,Cookie,2,Cash,In-store,2016-09-24
6264521216836,Soda,2,Cash,Takeaway,2016-03-16
4897149522748,Tea,3,Credit Card,Takeaway,2016-09-08
1256724776267,Cookie,2,Cash,Takeaway,2016-03-20
