Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
9401485567308,Water,3,Cash,In-store,2015-02-03
6909317961209,Ice Cream,3,Credit Card,Takeaway,2015-10-09
2269853181504,Soda,2,Digital Wallet,Takeaway,2015-01-26
5041521733867,Yogurt,2,Digital Wallet,In-store,2015-03-24
6382522052267,Salad,1,Credit Card,In-store,2015-07-07
7191424280253,Cookie,2,Cash,Takeaway,2015-07-28
6374386904189,Cake,1,Credit Card,Takeaway,2015-09-04
4917012936899,Juice,2,Credit Card,In-store,2015-03-23
4520538769768,Salad,3,Digital Wallet,In-store,2015-09-06
3648076917739,Yogurt,1,Cash,In-store,2015-06-16
9054801332021,Soda,1,Cash,Takeaway,2015-11-01
3073513297547,Salad,1,Digital Wallet,In-store,2015-12-18
8202853386337,Cookie,2,Credit Card,In-store,2015-03-15
0782127772892,Sandwich,3,Cash,In-store,2015-06-28
1218269953473,Juice,1,Cash,In-store,2015-12-20
4722291288580,Cookie,1,Digital Wallet,Takeaway,2015-05-16
4246937966026,Salad,1,Cash,Takeaway,2015-08-03
0112104361465,Soda,3,Credit Card,Takeaway,2015-12-06
6331702998420,Tea,2,Credit Card,Takeaway,2015-06-26
5201699766313,Cake,1,Credit Card,In-store,2015-11-30
4933812058760,Sandwich,2,Cash,In-store,2015-01-08
4172301203254,Soda,3,Digital Wallet,In-store,2015-07-22
3516550878831,Sandwich,2,Credit Card,Takeaway,2015-05-31
1718465090717,Smoothie,2,Digital Wallet,Takeaway,2015-06-01
8876308471833,Coffee,2,Credit Card,Takeaway,2015-03-09
3613503430006,Sandwich,1,Cash,Takeaway,2015-03-25
7592462975536,Smoothie,1,Cash,Takeaway,2015-11-28
7536151258210,Juice,3,Credit Card,In-store,2015-09-04
3525419562552,Cookie,1,Cash,Takeaway,2015-06-21
9933959146943,Juice,1,Digital Wallet,In-store,2015-06-15
3268407141512,Tea,2,Cash,In-store,2015-07-31
7904366759868,Soda,2,Cash,In-store,2015-11-16
8687509170483,Tea,3,Cash,Takeaway,2015-10-13
6936966744082,Sandwich,1,Credit Card,In-store,2015-04-22
1243605351514,Coffee,2,Digital Wallet,In-store,2015-03-27
8975697047862,Salad,1,Credit Card,In-store,2015-02-24
9292107263018,Sandwich,1,Cash,Takeaway,2015-01-10
6198345731452,Milk,3,Credit Card,In-store,2015-07-30
6361063424511,Yogurt,1,Credit Card,In-store,2015-03-27
1421317888942,Salad,1,Digital Wallet,Takeaway,2015-09-29
0639964016019,Water,2,Cash,Takeaway,2015-01-09
2050084864089,Smoothie,1,Digital Wallet,Takeaway,2015-08-20
9591013060866,Water,2,Digital Wallet,Takeaway,2015-05-09
1424470807287,Cake,3,Cash,Takeaway,2015-02-11
4087387762338,Tea,3,Credit Card,Takeaway,2015-04-05
9665223622289,Yogurt,3,Cash,In-store,2015-02-10
4878526739416,Cookie,3,Credit Card,In-store,2015-02-17
6153043023629,Coffee,3,Digital Wallet,In-store,2015-08-06
3166693164188,Ice Cream,1,Cash,In-store,2015-08-10
7080900231509,Tea,3,Digital Wallet,In-store,2015-07-03
9736356006151,Coffee,2,Cash,In-store,2015-11-15
8074648873373,Sandwich,2,Credit Card,In-store,2015-09-14
6431568223909,Tea,3,Credit Card,Takeaway,2015-11-30
5387851038556,Cake,3,Credit Card,In-store,2015-06-06
2076499221873,Milk,2,Credit Card,In-store,2015-09-02
4585261566169,Cake,3,Digital Wallet,Takeaway,2015-05-16
7650421184884,Coffee,1,Credit Card,In-store,2015-01-04
6514627460467,Salad,3,Credit Card,In-store,2015-11-25
8793111003290,Yogurt,3,Cash,Takeaway,2015-02-24
1525285449492,Smoothie,2,Credit Card,In-store,2015-02-27
9874028901257,Juice,1,Digital Wallet,Takeaway,2015-02-05
0154603576162,Yogurt,3,Digital Wallet,In-store,2015-01-25
3750628889248,Tea,3,Digital Wallet,Takeaway,2015-08-09
7952559710240,Ice Cream,2,Credit Card,Takeaway,2015-09-25
0986823699013,Tea,3,Credit Card,Takeaway,2015-01-02
7184851438847,Cake,1,Credit Card,In-store,2015-02-15
8889415844803,Smoothie,3,Credit Card,In-store,2015-01-30
1239747430583,Juice,1,Digital Wallet,In-store,2015-08-30
8455185488716,Smoothie,1,Digital Wallet,Takeaway,2015-06-19
2974559883941,Coffee,1,Cash,In-store,2015-09-30
5105166853790,Cake,1,Digital Wallet,Takeaway,2015-07-14
4452192188039,Yogurt,1,Cash,Takeaway,2015-04-21
1447599726185,Water,2,Cash,Takeaway,2015-03-20
3934910761560,Smoothie,1,Cash,In-store,2015-06-22
1093535690531,Coffee,2,Digital Wallet,In-store,2015-01-27
2407908407654,Yogurt,1,Cash,In-store,2015-02-22
6531972775060,Milk,3,Credit Card,In-store,2015-07-04
0818389731206,Salad,3,Digital Wallet,Takeaway,2015-07-01
5800414400213,Ice Cream,2,Credit Card,In-store,2015-12-08
9105357407500,Tea,3,Cash,Takeaway,2015-09-28
2894474407032,Ice Cream,2,Credit Card,In-store,2015-01-30
4517694127464,Sandwich,3,Digital Wallet,Takeaway,2015-11-24
7588698597437,Tea,3,Credit Card,Takeaway,2015-01-04
1870639399047,Smoothie,3,Digital Wallet,In-store,2015-10-23
5581520297613,Juice,2,Cash,In-store,2015-12-01
5217894889283,Tea,3,Cash,In-store,2015-08-07
1560012609350,Milk,1,Digital Wallet,Takeaway,2015-11-08
1205737015856,Tea,3,Cash,Takeaway,2015-08-22
5098068603443,Yogurt,1,Cash,Takeaway,2015-09-15
3838250064636,Water,1,Cash,Takeaway,2015-01-06
0284758760489,Salad,1,Digital Wallet,Takeaway,2015-05-12
3201212546288,Juice,2,Digital Wallet,In-store,2015-05-21
3766069645657,Cookie,2,Credit Card,In-store,2015-03-18
6036025448040,Water,1,Cash,In-store,2015-08-04
3039179798132,Milk,1,Cash,Takeaway,2015-03-17
2666466900186,Yogurt,1,Digital Wallet,In-store,2015-12-25
0433675180720,Milk,3,Digital Wallet,In-store,2015-11-16
9194817197358,Tea,1,Credit Card,Takeaway,2015-12-07
3567280075984,Ice Cream,1,Digital Wallet,In-store,2015-03-29
4261851746646,Water,1,Credit Card,Takeaway,2015-12-30
7619472121798,Soda,1,Digital Wallet,In-store,2016-08-03
4486638208616,Sandwich,2,Digital Wallet,Takeaway,2016-08-04
