Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
6389374797438,Cake,1,Digital Wallet,Takeaway,2015-05-23
4065017181162,Coffee,2,Digital Wallet,Takeaway,2015-11-26
8077255900944,Tea,3,Cash,Takeaway,2015-09-18
6939327012202,Smoothie,2,Digital Wallet,In-store,2015-02-09
7045457579573,Tea,3,Credit Card,In-store,2015-01-03
7210708382183,Cookie,1,Cash,In-store,2015-01-07
9151683939352,Salad,2,Digital Wallet,Takeaway,2015-06-14
2596838323261,Soda,1,Cash,In-store,2015-11-21
3117154171115,Yogurt,2,Cash,In-store,2015-09-07
7889473859345,Sandwich,2,Digital Wallet,Takeaway,2015-09-30
2441550106749,Ice Cream,2,Digital Wallet,Takeaway,2015-02-12
8001625148162,Ice Cream,1,Credit Card,In-store,2015-10-10
9561075414273,Cookie,2,Credit Card,Takeaway,2015-04-01
6342712911781,Tea,1,Credit Card,Takeaway,2015-03-02
8715126394385,Cake,3,Credit Card,Takeaway,2015-05-02
5194477280074,Cookie,3,Credit Card,Takeaway,2015-05-26
5868844494295,Water,2,Cash,Takeaway,2015-08-18
3838643815180,Milk,2,Digital Wallet,Takeaway,2015-12-05
2195145091964,Yogurt,3,Digital Wallet,In-store,2015-05-13
6265346894889,Soda,3,Credit Card,Takeaway,2015-08-05
6446173012169,Juice,2,Credit Card,In-store,2015-07-08
9688552491869,Ice Cream,2,Credit Card,In-store,2015-03-06
3001037860206,Ice Cream,1,Credit Card,In-store,2015-05-27
0052401353261,Cookie,1,Digital Wallet,Takeaway,2015-04-09
7739633086336,Milk,3,Digital Wallet,Takeaway,2015-05-24
1233351403827,Tea,1,Credit Card,Takeaway,2015-05-31
0908306825184,Water,3,Digital Wallet,Takeaway,2015-10-25
1445679377661,Tea,1,Digital Wallet,In-store,2015-03-23
5333855148852,Coffee,3,Digital Wallet,Takeaway,2015-03-18
6448191700608,Juice,2,Credit Card,In-store,2015-11-16
3526194291989,Water,3,Credit Card,Takeaway,2015-10-27
4281200045688,Cookie,2,Cash,Takeaway,2015-05-22
0423638855437,Water,2,Credit Card,Takeaway,2015-04-30
9328796868446,Sandwich,1,Cash,Takeaway,2015-08-14
9689019228288,Coffee,2,Digital Wallet,In-store,2015-12-30
1362531127144,Smoothie,3,Digital Wallet,In-store,2015-02-16
3194112866047,Cookie,2,Credit Card,In-store,2015-08-11
5609725744777,Ice Cream,3,Credit Card,In-store,2015-03-03
4957234088761,Soda,1,Cash,In-store,2015-09-25
0446578932471,Smoothie,1,Cash,In-store,2015-08-26
9580658894547,Sandwich,3,Cash,In-store,2015-07-27
8499201571587,Sandwich,3,Digital Wallet,Takeaway,2015-07-25
1777134383260,Milk,3,Cash,In-store,2015-01-14
6465719403865,Juice,1,Cash,In-store,2015-07-12
1078751018505,Cake,2,Digital Wallet,In-store,2015-01-08
6302210409005,Ice Cream,2,Digital Wallet,Takeaway,2015-12-02
2278105532957,Tea,1,Cash,In-store,2015-07-17
2440230159631,Ice Cream,3,Digital Wallet,In-store,2015-04-19
0428677673257,Water,3,Credit Card,In-store,2015-01-05
9495163534256,Smoothie,2,Digital Wallet,In-store,2015-08-03
1935953443378,Sandwich,3,Cash,In-store,2015-03-14
