Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
4206913554906,Yogurt,2,Cash,In-store,2015-08-14
9973032006047,Yogurt,2,Credit Card,In-store,2015-12-07
4017942856752,Sandwich,3,Credit Card,Takeaway,2015-04-27
8221961587719,Water,1,Cash,In-store,2015-03-24
4302230508216,Smoothie,3,Credit Card,Takeaway,2015-01-12
9477439968095,Water,1,Cash,Takeaway,2015-04-21
1258999152555,Ice Cream,1,Digital Wallet,In-store,2015-09-11
1048516272244,Ice Cream,1,Cash,Takeaway,2015-03-06
6240883455151,Soda,1,Cash,In-store,2015-09-15
3415204321436,Milk,2,Cash,Takeaway,2015-10-01
5576983168754,Juice,3,Digital Wallet,Takeaway,2015-07-05
6800314908085,Juice,1,Cash,In-store,2015-02-07
2425081684068,Milk,2,Cash,Takeaway,2015-06-18
4893082055572,Soda,3,Digital Wallet,In-store,2015-10-30
6737718820531,Soda,3,Digital Wallet,In-store,2015-04-30
4696005766889,Salad,3,Credit Card,In-store,2015-10-27
2012060744495,Sandwich,1,Cash,In-store,2015-12-11
0922561264267,Cake,2,Credit Card,Takeaway,2015-07-19
1243360124019,Sandwich,1,Digital Wallet,Takeaway,2015-01-22
6995257230345,Sandwich,2,Digital Wallet,In-store,2015-04-15
5835542513863,Salad,3,Cash,Takeaway,2015-05-05
3143800683442,Tea,3,Digital Wallet,Takeaway,2015-10-23
1212285123674,Cake,2,Cash,In-store,2015-04-29
9026846333714,Yogurt,1,Cash,In-store,2015-01-09
2569587997328,Coffee,2,Credit Card,Takeaway,2015-08-19
8226715696099,Cookie,3,Digital Wallet,In-store,2015-11-15
2338425696101,Milk,1,Credit Card,Takeaway,2015-08-28
9216653071064,Salad,1,Credit Card,In-store,2015-12-02
3230381286374,Smoothie,3,Credit Card,Takeaway,2015-03-17
6914055647933,Cookie,1,Digital Wallet,In-store,2015-05-20
5254878921973,Water,2,Digital Wallet,Takeaway,2015-11-12
0331894956303,Sandwich,3,Credit Card,In-store,2015-01-04
5672429675128,Ice Cream,1,Credit Card,Takeaway,2015-08-12
8584354993246,Tea,2,Digital Wallet,In-store,2015-01-21
6075744967166,Smoothie,1,Cash,Takeaway,2015-04-14
