Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
8456812923310,Ice Cream,3,Cash,Takeaway,2015-02-10
8180256041698,Yogurt,1,Cash,Takeaway,2015-01-16
1896258993572,Salad,1,Digital Wallet,In-store,2015-03-04
6143784778995,Water,1,Cash,In-store,2015-08-08
2248542354870,Milk,3,Digital Wallet,In-store,2015-02-15
5431675159246,Juice,3,Digital Wallet,Takeaway,2015-05-13
3994756541276,Tea,2,Digital Wallet,In-store,2015-10-30
7985617865477,Ice Cream,2,Cash,Takeaway,2015-01-21
9746826805276,Coffee,3,Cash,Takeaway,2015-07-11
0958854365335,Water,1,Credit Card,In-store,2015-08-14
2562376781092,Smoothie,1,Digital Wallet,In-store,2015-07-22
4956107622224,Cake,1,Digital Wallet,In-store,2015-08-10
5133583618081,Soda,3,Cash,Takeaway,2015-08-31
8320182857806,Cake,3,Digital Wallet,In-store,2015-11-17
0022543148483,Ice Cream,3,Credit Card,Takeaway,2015-09-04
0706411395420,Ice Cream,3,Credit Card,Takeaway,2015-08-05
7231706146133,Juice,1,Digital Wallet,In-store,2015-10-17
6222240302209,Milk,3,Cash,Takeaway,2015-06-29
6678553713582,Soda,3,Credit Card,Takeaway,2015-02-28
5828180368971,Smoothie,2,Cash,In-store,2015-09-07
4492777931803,Coffee,3,Credit Card,In-store,2015-06-25
5729140440365,Cake,1,Cash,Takeaway,2015-12-25
4709506179772,Smoothie,2,Cash,Takeaway,2015-04-28
5029280771504,Yogurt,2,Cash,Takeaway,2015-11-22
5332005341679,Tea,3,Digital Wallet,In-store,2015-07-19
0438060055911,Ice Cream,3,Cash,In-store,2015-06-25
3297009063724,Water,3,Digital Wallet,Takeaway,2015-07-09
3356824059234,Milk,2,Cash,Takeaway,2015-03-19
7699855729384,Juice,3,Credit Card,In-store,2015-11-21
3282903785483,Milk,2,Digital Wallet,Takeaway,2015-05-10
2971185568686,Coffee,3,Digital Wallet,Takeaway,2015-07-30
8397128177854,Tea,1,Cash,In-store,2015-06-13
2395576371363,Cookie,1,Cash,In-store,2015-06-25
8743638848416,Juice,2,Cash,In-store,2015-01-04
0120104350433,Ice Cream,1,Credit Card,In-store,2015-10-02
0664538265623,Ice Cream,1,Digital Wallet,In-store,2015-05-20
7842139284639,Water,3,Digital Wallet,In-store,2015-08-31
4185732302991,Tea,3,Cash,Takeaway,2015-02-10
7123709686702,Tea,1,Cash,In-store,2015-08-20
1916622050226,Coffee,3,Cash,Takeaway,2015-07-07
3794398635469,Milk,1,Credit Card,In-store,2015-10-15
6100572926921,Milk,1,Cash,Takeaway,2015-05-22
2724746444215,Cookie,1,Digital Wallet,Takeaway,2015-01-11
5205727272630,Cake,2,Digital Wallet,In-store,2015-10-26
7859525302617,Water,2,Digital Wallet,Takeaway,2015-04-27
9772190027433,Cookie,2,Digital Wallet,In-store,2015-08-08
8588334224627,Yogurt,1,Credit Card,Takeaway,2015-10-16
0745720318898,Salad,3,Cash,Takeaway,2015-10-20
4821356598548,Tea,1,Digital Wallet,Takeaway,2015-10-23
0642322888098,Water,1,Cash,Takeaway,2015-09-03
7709491279454,Salad,1,Digital Wallet,Takeaway,2015-08-23
9843257760935,Soda,3,Credit Card,In-store,2015-01-19
2289527482485,Yogurt,3,Digital Wallet,Takeaway,2015-03-22
3870232564970,Soda,3,Digital Wallet,Takeaway,2015-10-21
7011100367842,Yogurt,2,Cash,In-store,2015-06-26
8479402118026,Sandwich,2,Cash,Takeaway,2015-11-13
0749479917944,Sandwich,3,Credit Card,Takeaway,2015-04-25
4611901898816,Cookie,3,Digital Wallet,In-store,2015-07-24
1274786923351,Cake,3,Digital Wallet,Takeaway,2015-11-05
4540935688875,Cookie,1,Digital Wallet,Takeaway,2015-10-12
3516878511304,Juice,2,Credit Card,In-store,2015-09-10
9676347625797,Milk,3,Credit Card,In-store,2015-01-28
0324760274656,Tea,2,Digital Wallet,Takeaway,2015-03-07
3593084298748,Milk,3,Cash,Takeaway,2015-07-21
0666899921750,Yogurt,2,Credit Card,Takeaway,2015-05-11
7217127013360,Cookie,1,Cash,Takeaway,2015-12-08
7746272465699,Sandwich,3,Cash,Takeaway,2015-08-05
2909774949912,Yogurt,3,Digital Wallet,In-store,2015-12-12
2767589599186,Soda,2,Digital Wallet,Takeaway,2015-09-12
0588459353514,Water,1,Digital Wallet,Takeaway,2015-07-19
4843507770801,Milk,2,Credit Card,In-store,2015-06-15
7762769764205,Smoothie,3,Credit Card,In-store,2015-03-04
0333167352331,Tea,3,Digital Wallet,Takeaway,2015-09-16
6922671701809,Juice,2,Credit Card,In-store,2015-01-20
0674615876765,Milk,2,Credit Card,In-store,2015-09-26
6540603131755,Sandwich,1,Digital Wallet,In-store,2015-05-18
6112672359493,Cookie,3,Credit Card,Takeaway,2015-11-23
4546213588660,Water,2,Credit Card,Takeaway,2015-11-10
8885832259022,Yogurt,3,Credit Card,In-store,2015-05-08
9248827115953,Cake,2,Cash,In-store,2015-10-24
5657736021219,Tea,1,Cash,Takeaway,2015-02-17
7014171665572,Water,2,Credit Card,Takeaway,2015-08-07
1315009968749,Milk,2,Credit Card,Takeaway,2015-06-06
6496819245895,Cake,1,Credit Card,Takeaway,2015-09-29
7984245274774,Coffee,3,Digital Wallet,In-store,2015-01-30
8394934788144,Cookie,2,Credit Card,Takeaway,2015-02-18
5315889804157,Tea,2,Credit Card,Takeaway,2015-09-07
5725129853843,Soda,3,Cash,In-store,2015-12-30
3166213606969,Salad,3,Credit Card,In-store,2015-10-11
1665440521097,Water,1,Credit Card,Takeaway,2015-12-17
4728679472978,Tea,3,Digital Wallet,Takeaway,2015-11-05
2054996725292,Water,1,Cash,Takeaway,2015-04-23
5683049823240,Yogurt,2,Digital Wallet,In-store,2015-01-03
5556090045865,Sandwich,1,Credit Card,In-store,2015-07-15
7921137123338,Milk,2,Cash,Takeaway,2015-02-10
0571492717689,Cake,1,Digital Wallet,Takeaway,2015-11-10
4587288899916,Water,3,Digital Wallet,Takeaway,2015-10-12
8578224561208,Soda,3,Digital Wallet,In-store,2015-03-02
0199178975002,Ice Cream,3,Cash,In-store,2015-04-18
3279989870448,Yogurt,3,Credit Card,Takeaway,2015-08-20
0736234323836,Water,2,Cash,Takeaway,2016-07-18
9683806639219,Milk,3,Cash,In-store,2016-10-24
3462812697699,Soda,1,Digital Wallet,In-store,2016-03-29
9046842238271,Cookie,1,Digital Wallet,Takeaway,2016-11-25
2381326778452,Cake,1,Cash,In-store,2016-05-01
6818590698385,Cookie,1,Digital Wallet,Takeaway,2016-02-19
2613535199262,Salad,1,Cash,Takeaway,2016-03-17
7850217812001,Smoothie,3,Credit Card,In-store,2016-01-18
5403556288819,Coffee,1,Digital Wallet,In-store,2016-04-24
0975415813883,Smoothie,3,Digital Wallet,In-store,2016-08-06
4819081443660,Juice,2,Digital Wallet,In-store,2016-08-01
0441513286718,Cake,3,Credit Card,Takeaway,2016-10-02
8070373099828,Juice,2,Digital Wallet,Takeaway,2016-05-24
7346907995272,Coffee,1,Credit Card,Takeaway,2016-08-24
9070324580336,Milk,3,Cash,Takeaway,2016-02-23
8785414048627,Cookie,3,Digital Wallet,In-store,2016-11-21
7679173989264,Coffee,1,Credit Card,In-store,2016-08-21
1923788798756,Milk,2,Cash,In-store,2016-04-14
0623528063625,Coffee,2,Digital Wallet,Takeaway,2016-02-29
6930500435573,Cookie,3,Credit Card,In-store,2016-08-27
0956819398060,Coffee,2,Cash,In-store,2016-02-10
6118326929302,Juice,3,Digital Wallet,Takeaway,2016-09-16
7017524611387,Tea,2,Digital Wallet,In-store,2016-07-15
6361439399184,Soda,2,Cash,Takeaway,2016-08-18
9199049681620,Cake,3,Digital Wallet,In-store,2016-03-26
6319582349273,Cookie,2,Cash,In-store,2016-08-02
6788313749505,Coffee,1,Digital Wallet,Takeaway,2016-12-20
1316737930053,Cake,3,Credit Card,In-store,2016-08-21
5747793176370,Soda,2,Digital Wallet,In-store,2016-02-11
0336517720620,Smoothie,1,Credit Card,In-store,2016-08-31
9490986330443,Salad,3,Cash,In-store,2016-04-01
8282800064327,Coffee,1,Credit Card,Takeaway,2016-03-02
8166387918207,Cookie,2,Credit Card,Takeaway,2016-04-11
0099408802774,Water,3,Digital Wallet,Takeaway,2016-10-12
3433565252565,Smoothie,2,Cash,Takeaway,2016-03-18
3394716761216,Sandwich,3,Cash,In-store,2016-07-02
0975872362719,Cookie,3,Cash,Takeaway,2016-09-04
1255905329605,Cookie,2,Credit Card,Takeaway,2016-06-09
6633257107655,Coffee,3,Cash,In-store,2016-06-07
3529520619198,Juice,1,Digital Wallet,In-store,2016-07-27
6553165667976,Salad,3,Credit Card,In-store,2016-12-23
5455108167097,Cookie,1,Credit Card,Takeaway,2016-06-11
2945438621770,Salad,3,Cash,In-store,2016-10-17
7587475188295,Juice,1,Digital Wallet,In-store,2016-09-29
7136178688924,Sandwich,3,Digital Wallet,In-store,2016-04-04
4340888786709,Cookie,2,Cash,In-store,2016-01-21
8919039319293,Tea,1,Cash,Takeaway,2016-08-27
2646937576287,Yogurt,1,Cash,Takeaway,2016-02-28
0757977336549,Juice,3,Cash,Takeaway,2016-09-06
4532556362067,Juice,3,Credit Card,Takeaway,2016-05-25
5939722534065,Milk,2,Cash,Takeaway,2016-09-24
4214329892505,Soda,1,Digital Wallet,In-store,2016-03-12
1429930413503,Soda,3,Credit Card,In-store,2016-07-16
2228762004953,Cake,2,Cash,In-store,2016-11-13
2666060043715,Smoothie,1,Digital Wallet,In-store,2016-04-29
8818131439512,Salad,3,Cash,In-store,2016-09-07
3916307451285,Cookie,1,Credit Card,Takeaway,2016-09-05
5963380533771,Soda,1,Digital Wallet,Takeaway,2016-10-21
2316082029029,Salad,2,Digital Wallet,Takeaway,2016-11-17
3292769643773,Milk,2,Cash,Takeaway,2016-08-04
9816459043632,Cookie,1,Credit Card,In-store,2016-11-19
4942108586931,Salad,3,Credit Card,In-store,2016-08-12
2744845535744,Milk,3,Cash,In-store,2016-04-11
2579674272559,Ice Cream,1,Cash,Takeaway,2016-03-18
8810066798665,Yogurt,3,Cash,Takeaway,2016-03-18
8197932898736,Water,1,Cash,In-store,2016-12-07
1566649037399,Coffee,3,Digital Wallet,Takeaway,2016-04-20
6797709690802,Smoothie,1,Digital Wallet,In-store,2016-04-24
6514429855171,Cookie,2,Digital Wallet,Takeaway,2016-02-02
3491961115006,Cookie,2,Cash,In-store,2016-12-15
0926793947660,Tea,2,Cash,In-store,2016-06-14
2853929828167,Cookie,3,Cash,In-store,2016-04-09
0628686233637,Milk,2,Digital Wallet,In-store,2016-11-24
2912387568951,Salad,1,Credit Card,In-store,2016-02-17
6486635311461,Salad,1,Cash,Takeaway,2016-09-20
4644910676663,Salad,2,Credit Card,Takeaway,2016-06-16
3489376345378,Tea,1,Digital Wallet,Takeaway,2016-10-02
2453139800887,Cookie,1,Digital Wallet,Takeaway,2016-04-01
8502460927344,Ice Cream,2,Credit Card,In-store,2016-08-20
6846317117314,Yogurt,3,Cash,In-store,2016-06-09
5726389340852,Sandwich,2,Cash,Takeaway,2016-07-26
1266966506522,Tea,2,Cash,In-store,2016-01-15
0723475981215,Milk,2,Credit Card,Takeaway,2016-08-13
9568794855325,Coffee,2,Credit Card,Takeaway,2016-04-22
8771060621727,Sandwich,3,Cash,In-store,2016-08-14
2050201653992,Cake,1,Credit Card,Takeaway,2016-02-03
9085315736258,Coffee,1,Digital Wallet,In-store,2016-10-25
9669826360869,Tea,3,Cash,In-store,2016-01-18
6205146666873,Salad,1,Cash,In-store,2016-04-06
9448458782856,Soda,2,Cash,Takeaway,2016-03-08
9786529485405,Milk,1,Cash,Takeaway,2016-11-09
9371510606589,Milk,1,Cash,Takeaway,2016-06-13
8258443059747,Coffee,1,Digital Wallet,In-store,2016-01-01
6252076633536,Yogurt,1,Digital Wallet,In-store,2016-01-22
