Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
5297273401237,Salad,1,Digital Wallet,Takeaway,2015-08-16
0180331834588,Cake,3,Digital Wallet,Takeaway,2015-02-24
5382616063682,Cookie,2,Cash,In-store,2015-05-28
7750748961202,Smoothie,3,Digital Wallet,Takeaway,2015-05-31
3144530185824,Cookie,2,Digital Wallet,Takeaway,2015-04-20
1675045977205,Salad,2,Digital Wallet,In-store,2015-12-18
5714654236719,Salad,1,Cash,In-store,2015-02-20
5406345038787,Cookie,3,Digital Wallet,Takeaway,2015-04-27
9356995868783,Water,3,Digital Wallet,In-store,2015-08-10
0444846236573,Salad,3,Credit Card,In-store,2015-09-28
3905925438099,Cookie,1,Credit Card,Takeaway,2015-10-11
3489564502446,Smoothie,2,Credit Card,In-store,2015-09-17
6998358285221,Water,1,Cash,Takeaway,2015-02-25
5255962142915,Smoothie,1,Credit Card,In-store,2015-04-16
5610073059444,Cake,2,Credit Card,In-store,2015-08-30
6444642930372,Salad,3,Cash,Takeaway,2015-08-31
5736649505280,Soda,2,Digital Wallet,In-store,2015-09-18
4779892767167,Ice Cream,1,Credit Card,Takeaway,2015-02-16
9009760315592,Juice,1,Credit Card,In-store,2015-08-30
7242197638243,Smoothie,1,Digital Wallet,In-store,2015-02-12
6223012300331,Ice Cream,2,Cash,Takeaway,2015-10-05
9005008147161,Milk,1,Credit Card,Takeaway,2015-09-24
9527906100777,Water,3,Credit Card,In-store,2015-02-14
7796210626019,Tea,1,Digital Wallet,In-store,2015-09-05
8098930475816,Soda,2,Credit Card,Takeaway,2015-01-17
3115088989875,Yogurt,3,Digital Wallet,In-store,2015-11-25
3654387008547,Ice Cream,1,Digital Wallet,In-store,2015-12-20
7354980625269,Water,1,Cash,Takeaway,2015-11-15
3358187712528,Salad,3,Cash,In-store,2015-09-29
4426262335401,Sandwich,3,Cash,Takeaway,2015-09-10
5723427211488,Cookie,3,Digital Wallet,In-store,2015-12-29
5322387512248,Cookie,1,Digital Wallet,In-store,2015-02-07
0648290135882,Water,1,Credit Card,In-store,2015-04-05
5825385224002,Soda,1,Cash,In-store,2015-05-08
6263203254210,Milk,1,Cash,In-store,2015-07-17
5135281721605,Cake,1,Digital Wallet,Takeaway,2015-01-30
3886028598760,Cookie,2,Cash,Takeaway,2015-04-02
6345595438451,Salad,3,Digital Wallet,In-store,2015-01-01
0773876633046,Smoothie,3,Cash,In-store,2015-08-19
9121000506796,Milk,1,Cash,Takeaway,2015-01-26
3007615740038,Ice Cream,1,Credit Card,Takeaway,2015-11-13
5107825396648,Milk,3,Credit Card,In-store,2015-02-19
0611613513711,Sandwich,3,Cash,In-store,2015-07-13
6005931897655,Ice Cream,2,Cash,In-store,2015-02-15
3297263117218,Cake,3,Cash,In-store,2015-04-24
9066595694414,Smoothie,1,Cash,In-store,2015-06-07
1632913961254,Water,1,Digital Wallet,In-store,2015-06-09
5436000922670,Sandwich,1,Digital Wallet,In-store,2015-06-20
4413645961692,Tea,2,Cash,Takeaway,2015-04-15
2658201482033,Cookie,2,Credit Card,In-store,2015-05-22
7287315692615,Cookie,1,Cash,Takeaway,2015-09-23
1212812910159,Coffee,3,Digital Wallet,In-store,2015-12-06
7733739092031,Ice Cream,3,Cash,In-store,2015-03-25
7571759634646,Soda,3,Digital Wallet,Takeaway,2015-09-19
3707858817695,Yogurt,2,Cash,In-store,2015-08-02
0170461386125,Milk,1,Cash,Takeaway,2015-11-19
8660360966464,Juice,3,Digital Wallet,In-store,2015-08-13
1957338745877,Ice Cream,3,Cash,In-store,2015-10-06
6919560164364,Smoothie,2,Credit Card,In-store,2015-12-04
9611192173444,Soda,2,Digital Wallet,Takeaway,2015-07-05
7795690244904,Coffee,1,Credit Card,In-store,2015-05-07
2713086818909,Soda,1,Credit Card,In-store,2015-03-05
8884085382907,Smoothie,2,Digital Wallet,In-store,2015-07-18
9822159113186,Coffee,2,Digital Wallet,Takeaway,2015-08-14
7668614103925,Yogurt,1,Credit Card,In-store,2015-03-20
1259632752705,Water,2,Cash,In-store,2015-03-09
2828315319581,Tea,1,Digital Wallet,Takeaway,2015-10-05
6286563442172,Milk,3,Digital Wallet,In-store,2015-03-04
7374836694119,Ice Cream,1,Cash,Takeaway,2015-11-30
5096167959799,Water,3,Cash,Takeaway,2015-01-18
4993308539418,Cake,3,Cash,Takeaway,2015-01-31
0078896619811,Coffee,3,Credit Card,Takeaway,2015-10-27
8976023508354,Ice Cream,2,Digital Wallet,Takeaway,2015-02-03
7098191231238,Water,1,Cash,In-store,2015-05-19
8085620426876,Cake,3,Digital Wallet,Takeaway,2015-03-28
4834233393723,Coffee,3,Digital Wallet,In-store,2015-08-20
8871553435401,Water,2,Digital Wallet,Takeaway,2015-12-13
2723376182931,Ice Cream,3,Cash,Takeaway,2015-10-07
2320255273089,Water,1,Credit Card,In-store,2015-11-13
9037789675755,Tea,3,Digital Wallet,In-store,2015-12-22
1503124432584,Juice,3,Digital Wallet,Takeaway,2015-03-10
8527762754962,Cookie,3,Cash,Takeaway,2015-08-14
9937555966271,Yogurt,3,Cash,In-store,2015-01-09
3788100123085,Sandwich,2,Cash,In-store,2015-03-14
