Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
5648174457012,Smoothie,2,Digital Wallet,Takeaway,2015-10-23
1530195554242,Cake,3,Cash,Takeaway,2015-01-22
4689071642553,Tea,3,Credit Card,In-store,2015-10-01
4077773989326,Ice Cream,3,Cash,Takeaway,2015-11-20
2592987023793,Salad,2,Credit Card,In-store,2015-08-25
2294825666802,Water,2,Credit Card,In-store,2015-07-17
8266861084494,Milk,2,Digital Wallet,In-store,2015-08-20
1270107688039,Ice Cream,1,Cash,Takeaway,2015-08-29
6843623053480,Smoothie,1,Credit Card,In-store,2015-07-06
3608759110642,Sandwich,1,Digital Wallet,Takeaway,2015-08-01
9573529385428,Salad,2,Credit Card,In-store,2015-10-04
9931411655095,Sandwich,3,Cash,Takeaway,2015-08-28
2407509060968,Ice Cream,2,Credit Card,Takeaway,2015-05-28
0708937411912,Tea,2,Cash,In-store,2015-01-21
9504116216580,Coffee,2,Cash,In-store,2015-05-30
3357285158450,Ice Cream,3,Credit Card,Takeaway,2015-11-06
8652176161270,Coffee,2,Credit Card,In-store,2015-03-19
2333806922022,Soda,1,Digital Wallet,Takeaway,2015-10-24
1958832855796,Tea,1,Cash,Takeaway,2015-07-07
6440338061979,Ice Cream,2,Digital Wallet,Takeaway,2015-04-04
0122678827915,Coffee,2,Digital Wallet,In-store,2015-07-03
4077961981583,Smoothie,3,Credit Card,In-store,2015-09-17
6866051414852,Yogurt,2,Digital Wallet,Takeaway,2015-12-04
1173645249840,Coffee,2,Digital Wallet,Takeaway,2015-07-09
9045459611958,Tea,1,Credit Card,In-store,2015-07-12
2602985029229,Water,1,Cash,Takeaway,2015-10-22
2815832486421,Tea,3,Cash,Takeaway,2015-10-19
6325844363253,Ice Cream,3,Credit Card,In-store,2015-01-19
1662608865802,Cookie,2,Cash,In-store,2015-06-30
3566103650926,Cookie,1,Credit Card,Takeaway,2015-03-15
4173268108446,Sandwich,3,Cash,In-store,2015-01-16
5573736830043,Salad,3,Credit Card,In-store,2015-12-13
4805406837726,Juice,2,Digital Wallet,In-store,2015-08-26
9226886567517,Water,2,Cash,Takeaway,2015-01-28
1177345343440,Milk,2,Digital Wallet,Takeaway,2015-03-24
8147514498274,Sandwich,1,Digital Wallet,In-store,2015-03-12
8960347597910,Salad,2,Credit Card,In-store,2015-08-09
0787651344140,Tea,1,Cash,Takeaway,2015-02-23
4189329337632,Milk,1,Digital Wallet,Takeaway,2015-10-08
3908267399424,Soda,1,Credit Card,In-store,2015-04-15
0311744858728,Salad,1,Cash,Takeaway,2015-04-24
2340617782981,Milk,3,Credit Card,In-store,2015-12-17
6996833627627,Water,2,Credit Card,Takeaway,2015-06-30
4364750363003,Cake,2,Digital Wallet,In-store,2015-05-08
9714772072974,Sandwich,1,Cash,In-store,2015-05-17
8494627491310,Cookie,1,Digital Wallet,Takeaway,2015-10-15
1885093529121,Sandwich,2,Digital Wallet,Takeaway,2015-10-08
3606728873307,Water,2,Digital Wallet,In-store,2015-05-11
4558655989363,Cookie,1,Credit Card,In-store,2015-02-19
3358872555577,Juice,2,Cash,Takeaway,2015-05-26
3582971040300,Sandwich,1,Credit Card,Takeaway,2015-11-17
9965275002894,Milk,1,Digital Wallet,Takeaway,2015-04-13
4886518550192,Water,3,Cash,In-store,2015-07-21
3233370038275,Coffee,1,Credit Card,Takeaway,2015-06-10
0776314634445,Yogurt,2,Credit Card,Takeaway,2015-01-21
2242151222865,Ice Cream,1,Digital Wallet,In-store,2015-10-16
8083626685396,Cookie,1,Cash,Takeaway,2015-11-08
2164182076272,Tea,3,Credit Card,Takeaway,2015-03-19
7712424108431,Smoothie,1,Digital Wallet,In-store,2015-11-21
2225633015117,Ice Cream,3,Cash,Takeaway,2015-06-18
5177536680688,Sandwich,1,Cash,Takeaway,2015-06-19
7029111844801,Soda,2,Cash,In-store,2015-04-10
4481485799010,Juice,2,Digital Wallet,In-store,2015-03-08
4273745878005,Cookie,2,Digital Wallet,Takeaway,2015-11-05
2491224075529,Smoothie,1,Credit Card,In-store,2015-06-15
5282483153472,Coffee,2,Cash,Takeaway,2015-10-28
2956697120102,Sandwich,3,Cash,Takeaway,2015-04-22
9554842169551,Sandwich,3,Credit Card,In-store,2015-12-13
5520297791818,Ice Cream,3,Digital Wallet,In-store,2015-08-02
6850404497166,Smoothie,1,Credit Card,Takeaway,2015-11-08
6467894435600,Coffee,1,Cash,In-store,2015-12-11
4486216431863,Sandwich,3,Cash,In-store,2015-01-20
5818726601761,Soda,2,Digital Wallet,Takeaway,2015-10-06
9074194560160,Juice,3,Credit Card,In-store,2015-09-15
5726962414680,Coffee,1,Cash,In-store,2015-03-21
1557637472889,Coffee,2,Cash,Takeaway,2015-07-21
0458253549935,Juice,3,Credit Card,In-store,2015-05-15
8774517628720,Sandwich,3,Credit Card,Takeaway,2015-06-18
1296347695392,Tea,2,Cash,Takeaway,2015-08-09
8272411712663,Soda,2,Credit Card,Takeaway,2015-12-04
8293956454450,Cookie,1,Digital Wallet,In-store,2015-11-22
5026786111995,Ice Cream,2,Digital Wallet,Takeaway,2015-12-03
2248369943813,Coffee,1,Cash,Takeaway,2015-05-05
4625038292263,Milk,3,Digital Wallet,Takeaway,2015-05-08
7399953636231,Water,3,Digital Wallet,In-store,2015-08-26
4991750600106,Cookie,2,Cash,In-store,2015-07-15
2938024481247,Cookie,2,Credit Card,Takeaway,2015-02-09
5883034624115,Ice Cream,2,Cash,In-store,2015-01-27
9127088921148,Ice Cream,1,Credit Card,Takeaway,2015-06-25
9311624524294,Coffee,2,Cash,Takeaway,2015-12-22
8626341726625,Yogurt,2,Credit Card,In-store,2015-03-24
7625264689575,Soda,1,Cash,Takeaway,2015-04-22
0763106575147,Soda,3,Cash,Takeaway,2015-04-06
7474089933420,Ice Cream,2,Credit Card,Takeaway,2015-03-06
6961580109894,Ice Cream,3,Digital Wallet,In-store,2015-02-19
0110574118152,Salad,2,Cash,In-store,2015-04-20
8951534871487,Milk,2,Digital Wallet,In-store,2015-03-22
2265053958533,Sandwich,1,Digital Wallet,Takeaway,2015-02-03
8344006540736,Cookie,3,Cash,Takeaway,2015-02-27
3633232856007,Salad,1,Digital Wallet,In-store,2015-03-03
5955125067634,Sandwich,1,Digital Wallet,In-store,2016-09-26
5250040586360,Water,3,Credit Card,Takeaway,2016-04-21
2202291154693,Sandwich,2,Digital Wallet,In-store,2016-08-03
2186741027914,Sandwich,3,Credit Card,In-store,2016-01-04
1483241382415,Sandwich,2,Credit Card,In-store,2016-10-03
4368174801905,Salad,2,Credit Card,Takeaway,2016-02-15
0597371508643,Yogurt,3,Cash,Takeaway,2016-02-25
8245054295831,Sandwich,3,Digital Wallet,Takeaway,2016-05-08
2462038517383,Ice Cream,1,Cash,Takeaway,2016-01-24
2163383960090,Coffee,1,Credit Card,Takeaway,2016-06-05
9297550248131,Tea,1,Cash,In-store,2016-12-30
4509112277264,Coffee,2,Credit Card,Takeaway,2016-08-14
0959076307530,Yogurt,1,Credit Card,Takeaway,2016-12-18
1277208443277,Cookie,3,Cash,Takeaway,2016-12-27
5582787003795,Coffee,3,Cash,Takeaway,2016-01-24
7260052583590,Sandwich,3,Digital Wallet,Takeaway,2016-03-26
6471360802438,Tea,1,Cash,Takeaway,2016-08-26
3672781661984,Milk,3,Cash,Takeaway,2016-07-01
5804847537799,Juice,2,Credit Card,In-store,2016-05-15
9798329156973,Sandwich,2,Cash,In-store,2016-12-05
8137518861532,Milk,3,Digital Wallet,In-store,2016-02-04
9400268760967,Cake,2,Digital Wallet,Takeaway,2016-06-07
5829454654462,Soda,1,Cash,Takeaway,2016-11-02
2920380481221,Cake,1,Cash,Takeaway,2016-05-17
0790152845481,Ice Cream,2,Cash,In-store,2016-05-22
3503609854694,Water,1,Digital Wallet,In-store,2016-05-28
9932616278423,Salad,1,Credit Card,Takeaway,2016-06-04
2051834520668,Cookie,1,Digital Wallet,In-store,2016-11-06
6070748542760,Cookie,3,Cash,Takeaway,2016-11-10
6838828536197,Cake,1,Credit Card,Takeaway,2016-03-03
9656398227430,Salad,3,Cash,Takeaway,2016-06-23
8070623312011,Salad,2,Digital Wallet,Takeaway,2016-01-26
5142034515886,Water,1,Credit Card,In-store,2016-08-09
3851992508565,Sandwich,3,Cash,Takeaway,2016-02-20
2314407561988,Salad,2,Digital Wallet,Takeaway,2016-07-20
5618572970451,Water,2,Digital Wallet,Takeaway,2016-08-07
9589984113407,Cake,1,Digital Wallet,Takeaway,2016-06-05
9981084311736,Ice Cream,3,Digital Wallet,In-store,2016-05-01
2995676226800,Sandwich,1,Credit Card,In-store,2016-01-20
5325393445616,Milk,2,Cash,In-store,2016-04-01
8185523167316,Cookie,2,Credit Card,In-store,2016-08-07
3939037807009,Juice,2,Cash,Takeaway,2016-12-08
8975495489741,Tea,2,Digital Wallet,Takeaway,2016-05-12
3605118020796,Coffee,1,Credit Card,Takeaway,2016-02-23
5548826585981,Cookie,2,Digital Wallet,Takeaway,2016-04-24
5958815975301,Coffee,2,Credit Card,In-store,2016-04-13
0421139402327,Cookie,1,Digital Wallet,Takeaway,2016-10-06
6663830388744,Sandwich,1,Credit Card,Takeaway,2016-10-29
9400052719768,Soda,1,Cash,In-store,2016-08-25
0675459231697,Sandwich,1,Cash,Takeaway,2016-10-12
6210645497071,Salad,1,Credit Card,In-store,2016-12-07
9114613391897,Milk,1,Digital Wallet,Takeaway,2016-08-12
8196971131910,Cookie,1,Digital Wallet,In-store,2016-10-12
5454901267201,Tea,3,Digital Wallet,Takeaway,2016-01-24
0142241710598,Sandwich,3,Cash,In-store,2016-05-06
8154835800297,Coffee,1,Digital Wallet,In-store,2016-09-08
6704194184433,Tea,3,Credit Card,In-store,2016-03-03
7880412008268,Tea,3,Cash,Takeaway,2016-07-06
4733415877610,Ice Cream,3,Credit Card,Takeaway,2016-02-11
6862689603026,Tea,1,Digital Wallet,Takeaway,2016-10-06
7035490171988,Salad,1,Digital Wallet,In-store,2016-01-09
8262534513995,Coffee,2,Cash,Takeaway,2016-07-13
0538643436967,Cookie,3,Credit Card,In-store,2016-12-04
1277632688305,Soda,2,Cash,Takeaway,2016-01-18
1520072097498,Juice,1,Credit Card,Takeaway,2016-04-05
4050369074354,Juice,3,Cash,Takeaway,2016-04-12
4110807789001,Tea,2,Cash,In-store,2016-07-27
9630976600136,Yogurt,3,Cash,In-store,2016-03-30
0102542193841,Sandwich,1,Cash,In-store,2016-12-20
6526856463263,Soda,2,Cash,Takeaway,2016-08-20
7390995678142,Juice,3,Cash,Takeaway,2016-08-31
9402065081757,Coffee,2,Digital Wallet,Takeaway,2016-07-27
8281900264767,Sandwich,3,Credit Card,In-store,2016-07-21
2775763879405,Sandwich,1,Cash,Takeaway,2016-08-22
1383961365500,Salad,2,Cash,In-store,2016-03-16
2221981240409,Sandwich,2,Digital Wallet,Takeaway,2016-06-15
1847878015779,Milk,1,Credit Card,In-store,2016-10-14
4266139102268,Ice Cream,2,Digital Wallet,Takeaway,2016-12-24
8581208370970,Water,3,Credit Card,In-store,2016-05-05
3037957306395,Soda,1,Credit Card,In-store,2016-08-14
7451809313199,Milk,2,Cash,Takeaway,2016-03-10
0252453953246,Soda,2,Cash,In-store,2016-04-17
9851750460047,Soda,2,Digital Wallet,Takeaway,2016-09-15
6181186956146,Milk,2,Credit Card,Takeaway,2016-02-02
9526479510853,Water,2,Cash,Takeaway,2016-10-27
6218837157512,Tea,2,Cash,Takeaway,2016-03-16
5202789499210,Cookie,3,Digital Wallet,In-store,2016-03-09
9547458668549,Soda,3,Credit Card,Takeaway,2016-04-14
6039423660571,Yogurt,3,Cash,In-store,2016-11-17
7349842085343,Coffee,3,Cash,In-store,2016-04-04
3015917005564,Water,3,Cash,In-store,2016-07-06
9519845570575,Smoothie,2,Credit Card,Takeaway,2016-04-28
5270110072661,Smoothie,2,Digital Wallet,Takeaway,2016-05-28
9710677046867,Ice Cream,3,Digital Wallet,In-store,2016-08-02
7751973396487,Tea,3,Cash,Takeaway,2016-11-01
2694887962919,Soda,3,Digital Wallet,In-store,2016-06-18
3879478444299,Sandwich,1,Cash,In-store,2016-10-11
6824254144976,Yogurt,3,Credit Card,Takeaway,2016-02-15
8791619851078,Water,3,Credit Card,In-store,2016-03-03
1500691408523,Tea,1,Cash,Takeaway,2016-06-24
3348017586603,Tea,2,Credit Card,In-store,2017-05-06
4661406027655,Coffee,2,Credit Card,In-store,2017-03-21
3237839973930,Cake,1,Credit Card,In-store,2017-07-20
1604310504075,Soda,2,Digital Wallet,In-store,2017-10-20
2905041692758,Smoothie,3,Digital Wallet,Takeaway,2017-03-01
4859497103598,Tea,3,Cash,In-store,2017-07-13
1407328080490,Sandwich,3,Cash,Takeaway,2017-09-05
1956950568680,Cake,1,Digital Wallet,Takeaway,2017-09-25
5451215070701,Ice Cream,3,Credit Card,In-store,2017-08-18
0570423452491,Yogurt,3,Cash,In-store,2017-07-11
9447657155249,Tea,2,Cash,Takeaway,2017-06-12
3323383036808,Ice Cream,1,Credit Card,Takeaway,2017-04-29
6007711580771,Ice Cream,2,Credit Card,Takeaway,2017-09-02
3029662017123,Milk,2,Cash,In-store,2017-04-21
5903056685007,Yogurt,2,Cash,Takeaway,2017-06-17
3337180234251,Smoothie,2,Credit Card,Takeaway,2017-05-07
8143137680218,Smoothie,1,Cash,In-store,2017-08-04
3072877016610,Juice,1,Digital Wallet,In-store,2017-02-23
6123267353161,Tea,3,Credit Card,In-store,2017-11-18
1456954224792,Smoothie,2,Credit Card,Takeaway,2017-06-23
2474298876766,Juice,3,Digital Wallet,Takeaway,2017-05-25
6623850889799,Smoothie,2,Digital Wallet,In-store,2017-04-16
5157766160952,Yogurt,2,Digital Wallet,Takeaway,2017-12-29
8885126055415,Cake,3,Cash,Takeaway,2017-11-05
3343833839643,Cake,1,Digital Wallet,In-store,2017-01-27
2968853059959,Sandwich,3,Cash,Takeaway,2017-10-31
7873079513268,Salad,3,Cash,In-store,2017-06-22
3581912555446,Yogurt,3,Digital Wallet,In-store,2017-12-06
8729637761901,Tea,3,Credit Card,Takeaway,2017-05-23
2785011986229,Cookie,1,Cash,In-store,2017-10-30
7038871278771,Smoothie,2,Cash,In-store,2017-03-19
9863161181138,Ice Cream,2,Cash,Takeaway,2017-10-10
5335228285690,Juice,2,Credit Card,In-store,2017-09-28
4083726701839,Salad,1,Cash,Takeaway,2017-10-05
6511372045291,Salad,2,Credit Card,In-store,2017-10-22
5736495482827,Cookie,3,Digital Wallet,In-store,2017-12-22
4151408118784,Cookie,3,Cash,Takeaway,2017-07-28
3344878773497,Juice,1,Credit Card,In-store,2017-07-21
9961411560655,Salad,2,Digital Wallet,Takeaway,2017-05-10
5743446786217,Milk,3,Cash,Takeaway,2017-05-04
6415596038391,Juice,1,Digital Wallet,Takeaway,2017-10-30
5367653581566,Sandwich,2,Cash,Takeaway,2017-07-31
5396118673201,Salad,1,Digital Wallet,In-store,2017-01-06
6252994819180,Coffee,1,Cash,In-store,2017-02-06
7970839631177,Cookie,1,Credit Card,In-store,2017-07-28
2770834572308,Sandwich,2,Credit Card,Takeaway,2017-08-26
0500424539181,Ice Cream,3,Digital Wallet,In-store,2017-04-17
0275784904053,Coffee,1,Digital Wallet,In-store,2017-03-16
5867430791817,Sandwich,2,Cash,Takeaway,2017-05-16
0160927882513,Coffee,2,Credit Card,Takeaway,2017-01-09
0209471306042,Soda,2,Cash,In-store,2017-12-14
2934335383553,Cake,3,Digital Wallet,Takeaway,2017-06-07
4242988821239,Cookie,3,Credit Card,Takeaway,2017-12-21
6085586212102,Milk,3,Digital Wallet,In-store,2017-01-06
6317849014674,Juice,1,Digital Wallet,Takeaway,2017-12-30
9925548683205,Ice Cream,3,Cash,In-store,2017-04-19
6027748788520,Ice Cream,1,Digital Wallet,In-store,2017-11-22
3325780138963,Soda,1,Cash,Takeaway,2017-07-01
7946586344608,Yogurt,3,Digital Wallet,Takeaway,2017-03-02
2988428337091,Tea,3,Credit Card,In-store,2017-01-04
1953974943363,Sandwich,2,Credit Card,Takeaway,2017-07-04
7283779773150,Sandwich,2,Credit Card,In-store,2017-09-26
9147809807513,Cookie,2,Credit Card,Takeaway,2017-11-15
3487238221624,Juice,2,Digital Wallet,Takeaway,2017-10-31
8208866687409,Sandwich,1,Credit Card,Takeaway,2017-01-29
8992178417174,Cookie,3,Digital Wallet,Takeaway,2017-12-04
3716651428151,Salad,2,Credit Card,In-store,2017-05-11
9178653499395,Ice Cream,1,Credit Card,In-store,2017-02-03
1528731307896,Milk,2,Digital Wallet,Takeaway,2017-08-06
2058864897340,Soda,3,Digital Wallet,Takeaway,2017-05-28
1136124790929,Yogurt,2,Cash,In-store,2017-03-29
5631396864522,Cookie,3,Credit Card,In-store,2017-01-13
2575736566314,Cake,3,Cash,Takeaway,2017-09-20
7793091662594,Yogurt,1,Credit Card,Takeaway,2017-06-27
1783322664752,Smoothie,2,Cash,In-store,2017-08-03
3355333140983,Cookie,1,Digital Wallet,Takeaway,2017-12-04
7762639429517,Milk,2,Cash,In-store,2017-09-09
0087265383765,Yogurt,2,Cash,Takeaway,2017-09-14
1932644459977,Soda,3,Cash,In-store,2017-11-13
1498353384851,Ice Cream,3,Credit Card,Takeaway,2017-05-14
9364521768292,Milk,2,Cash,Takeaway,2017-11-02
4605142894713,Water,1,Credit Card,Takeaway,2017-04-05
4550211045834,Juice,1,Credit Card,In-store,2017-04-04
5574771971418,Cake,1,Credit Card,In-store,2017-05-07
2017136278683,Salad,2,Cash,Takeaway,2017-12-02
9289007149221,Soda,2,Credit Card,Takeaway,2017-08-24
