Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
1868174049503,Milk,1,Credit Card,Takeaway,2015-04-19
8599545796674,Tea,2,Digital Wallet,In-store,2015-09-09
9625065006043,Smoothie,3,Cash,In-store,2015-10-17
2869408566475,Smoothie,3,Cash,Takeaway,2015-07-19
6274811341377,Soda,1,Credit Card,In-store,2015-02-26
5553004414526,Coffee,1,Digital Wallet,Takeaway,2015-08-20
3735153973532,Tea,3,Credit Card,Takeaway,2015-10-17
7993637504641,Tea,3,Cash,In-store,2015-11-07
1631580252566,Sandwich,1,Digital Wallet,In-store,2015-03-01
0240413617055,Juice,3,Cash,Takeaway,2015-08-16
4487916154595,Tea,3,Digital Wallet,Takeaway,2015-12-29
3367401414131,Soda,1,Credit Card,In-store,2015-01-27
8822659517904,Cookie,2,Digital Wallet,Takeaway,2015-07-17
7698542863998,Milk,1,Cash,In-store,2015-04-11
6598622344984,Sandwich,1,Credit Card,Takeaway,2015-10-03
6260597706417,Ice Cream,1,Digital Wallet,Takeaway,2015-05-07
1703956314632,Water,2,Credit Card,In-store,2015-08-31
1676701764986,Coffee,2,Digital Wallet,In-store,2015-10-14
7430878076709,Water,3,Digital Wallet,In-store,2015-01-24
5554376842177,Ice Cream,3,Cash,In-store,2015-06-18
0165981651167,Soda,2,Cash,In-store,2015-03-19
1880281943765,Coffee,1,Digital Wallet,In-store,2015-05-23
9831069805883,Soda,3,Cash,Takeaway,2015-10-27
3806423524805,Ice Cream,3,Digital Wallet,In-store,2015-07-16
0964167147988,Cake,3,Digital Wallet,Takeaway,2015-12-14
3135716577922,Water,3,Digital Wallet,Takeaway,2015-11-21
7208425841618,Tea,1,Credit Card,In-store,2015-01-23
7600151902296,Milk,3,Cash,In-store,2015-04-20
7940676874099,Cake,1,Credit Card,Takeaway,2015-07-07
7224886986644,Milk,2,Cash,Takeaway,2015-09-20
4920348434793,Smoothie,1,Digital Wallet,Takeaway,2015-06-24
9336553867335,Salad,1,Cash,In-store,2015-12-10
2156483394483,Coffee,3,Credit Card,Takeaway,2015-02-01
0956271979128,Salad,1,Credit Card,In-store,2015-01-09
8606741625179,Smoothie,3,Digital Wallet,Takeaway,2015-01-14
9941139487007,Cake,1,Digital Wallet,In-store,2015-05-15
2325762163700,Salad,2,Cash,In-store,2015-08-23
8662786095926,Sandwich,2,Digital Wallet,In-store,2015-05-10
6019894668993,Coffee,3,Cash,In-store,2015-08-13
