Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
5343027030786,Yogurt,3,Credit Card,In-store,2015-12-04
3498911119534,Juice,3,Credit Card,In-store,2015-04-22
5760188808861,Water,1,Credit Card,In-store,2015-01-30
5026511339496,Smoothie,1,Cash,In-store,2015-11-17
6524999077606,Ice Cream,3,Digital Wallet,In-store,2015-03-05
9191054532980,Milk,1,Digital Wallet,Takeaway,2015-12-27
5650604314697,Soda,3,Credit Card,Takeaway,2015-08-11
2710098329973,Ice Cream,2,Digital Wallet,Takeaway,2015-10-04
3917543521374,Salad,1,Digital Wallet,Takeaway,2015-03-23
2366397429335,Salad,2,Digital Wallet,In-store,2015-07-22
9967442746563,Sandwich,3,Cash,Takeaway,2015-12-17
8578818869260,Ice Cream,3,Cash,In-store,2015-05-10
9835108118422,Coffee,3,Credit Card,Takeaway,2015-12-13
7136167851001,Milk,1,Digital Wallet,In-store,2015-12-11
5093314016596,Tea,3,Digital Wallet,Takeaway,2015-11-01
4286850007857,Sandwich,3,Digital Wallet,Takeaway,2015-06-27
8547328666300,Juice,2,Cash,Takeaway,2015-11-18
9554861566201,Salad,3,Cash,In-store,2015-06-08
6243160241065,Cake,3,Cash,Takeaway,2015-11-07
9169788068440,Ice Cream,3,Cash,Takeaway,2015-02-23
9231068414978,Water,3,Cash,Takeaway,2015-05-09
7518149962774,Cookie,3,Cash,Takeaway,2015-06-20
4645313488488,Milk,1,Credit Card,Takeaway,2015-11-09
5277663088590,Milk,2,Digital Wallet,In-store,2015-08-08
2516203292961,Coffee,3,Credit Card,Takeaway,2015-10-21
0241837237461,Coffee,2,Digital Wallet,In-store,2015-06-28
5732492157591,Yogurt,3,Digital Wallet,Takeaway,2015-11-22
3675498904498,Smoothie,3,Digital Wallet,In-store,2015-07-29
1735053763365,Coffee,1,Cash,In-store,2015-11-24
6081693275917,Coffee,3,Cash,In-store,2015-12-15
9184040544395,Sandwich,1,Digital Wallet,Takeaway,2015-12-29
9200101367281,Ice Cream,3,Credit Card,Takeaway,2015-11-08
3975356205898,Smoothie,1,Cash,Takeaway,2015-10-20
4285782441494,Milk,3,Digital Wallet,In-store,2015-02-17
1178927643071,Coffee,2,Cash,Takeaway,2015-02-16
7611111023449,Tea,2,Cash,In-store,2015-02-26
7264074203160,Coffee,1,Digital Wallet,Takeaway,2015-06-12
5401528946293,Soda,3,Credit Card,In-store,2015-11-21
5476959099252,Smoothie,1,Cash,Takeaway,2015-06-24
7915986261464,Salad,3,Digital Wallet,In-store,2015-12-12
3231589101582,Soda,3,Digital Wallet,In-store,2015-12-13
3361406759082,Ice Cream,2,Digital Wallet,In-store,2015-02-05
8214369650833,Milk,3,Digital Wallet,In-store,2015-01-02
9913852538908,Smoothie,2,Cash,In-store,2015-10-15
4264845994337,Smoothie,3,Credit Card,Takeaway,2015-12-11
7172921752863,Sandwich,2,Cash,Takeaway,2015-12-03
3305907338759,Yogurt,2,Credit Card,In-store,2015-09-03
3221515036545,Yogurt,1,Cash,In-store,2015-04-29
0131996451122,Smoothie,2,Cash,In-store,2015-04-06
