Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
0685629504797,Milk,1,Digital Wallet,In-store,2015-02-07
0948615394919,Yogurt,3,Digital Wallet,Takeaway,2015-07-15
3774751746933,Yogurt,3,Cash,In-store,2015-10-06
5126112263135,Water,1,Credit Card,Takeaway,2015-03-19
2410283911432,Smoothie,1,Digital Wallet,In-store,2015-08-02
1055730722332,Sandwich,1,Credit Card,Takeaway,2015-01-09
9220941425064,Salad,1,Digital Wallet,Takeaway,2015-10-03
5066876486541,Salad,3,Credit Card,In-store,2015-08-28
6181990527716,Salad,1,Credit Card,Takeaway,2015-02-27
3266774369362,Juice,2,Digital Wallet,In-store,2015-03-14
6236773385424,Tea,3,Cash,In-store,2015-06-27
9882781841703,Salad,1,Credit Card,In-store,2015-08-25
8107079209708,Milk,2,Cash,Takeaway,2015-12-01
6323686294513,Juice,1,Cash,In-store,2015-01-25
4935047851055,Juice,3,Credit Card,Takeaway,2015-03-01
6237938734460,Smoothie,2,Cash,In-store,2015-09-19
2068329082402,Soda,1,Cash,Takeaway,2015-06-08
2384633772526,Ice Cream,1,Digital Wallet,Takeaway,2015-06-17
3947154925490,Water,1,Digital Wallet,Takeaway,2015-01-08
1690402896777,Tea,2,Cash,Takeaway,2015-05-15
2137880033335,Coffee,1,Credit Card,In-store,2015-02-12
1974269636050,Ice Cream,2,Cash,In-store,2015-03-07
2979531181633,Coffee,2,Digital Wallet,In-store,2015-07-22
3555592945262,Cake,1,Credit Card,Takeaway,2015-11-10
1272058640463,Water,1,Digital Wallet,In-store,2015-01-29
3615570948408,Ice Cream,2,Cash,Takeaway,2015-11-09
7555380657342,Sandwich,2,Credit Card,In-store,2015-03-31
6089060887800,Salad,1,Credit Card,In-store,2015-07-17
3033917714637,Juice,1,Cash,In-store,2015-12-18
1179006060482,Smoothie,1,Cash,In-store,2015-01-16
2190812779855,Cookie,1,Credit Card,In-store,2015-12-29
2170482148434,Salad,2,Cash,Takeaway,2015-07-26
8936941797339,Yogurt,2,Cash,Takeaway,2015-07-25
1742794045223,Tea,2,Credit Card,In-store,2015-01-25
0720220702286,Milk,3,Digital Wallet,Takeaway,2015-10-26
3128476249437,Coffee,3,Digital Wallet,In-store,2015-06-03
7930390903410,Soda,1,Cash,Takeaway,2015-05-09
