Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
6101361609087,Cookie,1,Digital Wallet,Takeaway,2015-07-05
1390128519744,Smoothie,1,Credit Card,In-store,2015-06-11
5935388942459,Salad,3,Cash,Takeaway,2015-04-18
9889286583497,Ice Cream,2,Credit Card,In-store,2015-01-09
1963223542551,Cookie,3,Credit Card,Takeaway,2015-02-24
5855875412480,Soda,3,Cash,Takeaway,2015-06-15
2728112459001,Yogurt,1,Cash,Takeaway,2015-12-05
6484534705084,Ice Cream,2,Cash,Takeaway,2015-09-27
1867851415587,Yogurt,3,Cash,Takeaway,2015-01-11
4400044602585,Cake,3,Digital Wallet,Takeaway,2015-05-01
9164214430686,Smoothie,3,Credit Card,In-store,2015-07-21
2035244021205,Ice Cream,3,Credit Card,In-store,2015-02-20
5352596732588,Coffee,3,Credit Card,Takeaway,2015-03-12
2130542983788,Cake,3,Digital Wallet,In-store,2015-05-31
0041445207814,Smoothie,2,Cash,Takeaway,2015-09-21
1172908412359,Soda,2,Credit Card,Takeaway,2015-03-08
2421167967827,Water,1,Digital Wallet,Takeaway,2015-10-17
4832733240448,Salad,3,Credit Card,In-store,2015-01-15
7882756126585,Coffee,2,Digital Wallet,In-store,2015-08-03
1692065966972,Tea,1,Digital Wallet,In-store,2015-06-29
3184577057265,Water,3,Credit Card,In-store,2015-04-01
4983883646366,Yogurt,1,Digital Wallet,Takeaway,2015-06-21
8810550294833,Juice,2,Credit Card,Takeaway,2015-07-15
2626437579155,Cookie,1,Digital Wallet,Takeaway,2015-01-27
2810195010825,Juice,2,Digital Wallet,In-store,2015-02-09
3550306152950,Ice Cream,2,Credit Card,Takeaway,2015-05-14
1287652996281,Sandwich,2,Cash,In-store,2015-09-25
4464128325715,Water,1,Cash,Takeaway,2015-08-25
6400780707191,Ice Cream,1,Digital Wallet,In-store,2015-08-29
4362606160493,Tea,1,Cash,Takeaway,2015-07-23
9636952849940,Yogurt,1,Credit Card,Takeaway,2015-01-04
4714141283135,Juice,1,Digital Wallet,In-store,2015-12-21
3743120039525,Milk,2,Digital Wallet,Takeaway,2015-05-24
3277282836239,Yogurt,1,Credit Card,Takeaway,2015-06-23
6049513688521,Sandwich,1,Cash,Takeaway,2015-11-28
1369415062935,Salad,1,Digital Wallet,Takeaway,2015-06-29
1692070235902,Soda,3,Credit Card,Takeaway,2015-11-04
4699200058216,Salad,1,Credit Card,Takeaway,2015-11-27
7911324824858,Coffee,1,Cash,Takeaway,2015-11-22
7450073615831,Soda,1,Digital Wallet,Takeaway,2015-09-13
9107991329569,Smoothie,1,Cash,In-store,2015-11-30
6897584332092,Yogurt,3,Credit Card,In-store,2015-06-14
2413385069452,Yogurt,1,Credit Card,Takeaway,2015-04-27
9014675074915,Water,2,Cash,In-store,2015-08-10
6978390089643,Sandwich,2,Credit Card,In-store,2015-01-31
3923443570954,Coffee,1,Digital Wallet,Takeaway,2015-09-22
9958769144941,Sandwich,1,Digital Wallet,Takeaway,2015-11-08
5513407138986,Coffee,3,Digital Wallet,In-store,2015-08-12
6660182542978,Coffee,3,Digital Wallet,Takeaway,2015-12-22
0879687648443,Salad,3,Digital Wallet,In-store,2015-10-01
1697472428983,Cake,2,Credit Card,In-store,2015-04-21
9496190666187,Milk,3,Credit Card,In-store,2015-05-30
9795762743074,Ice Cream,2,Credit Card,In-store,2015-08-04
5397623207448,Sandwich,3,Credit Card,Takeaway,2015-06-27
7138651477308,Water,2,Credit Card,In-store,2015-08-28
3783692111663,Coffee,3,Credit Card,Takeaway,2015-05-31
9440793279374,Salad,3,Credit Card,In-store,2015-11-13
1787790309757,Coffee,2,Cash,In-store,2015-06-02
7614909676919,Salad,1,Cash,Takeaway,2015-05-02
0478373553032,Cookie,3,Cash,Takeaway,2015-02-17
2412946814111,Ice Cream,2,Cash,Takeaway,2015-06-25
6093332415226,Juice,2,Digital Wallet,Takeaway,2015-05-15
0382460838851,Coffee,2,Cash,In-store,2015-03-29
3445660543394,Salad,1,Credit Card,In-store,2015-07-16
4624916772125,Milk,3,Credit Card,Takeaway,2015-08-25
3659763820249,Salad,3,Credit Card,Takeaway,2015-12-08
1517338843197,Yogurt,1,Digital Wallet,In-store,2015-09-23
8193327709649,Coffee,3,Digital Wallet,Takeaway,2015-06-07
6667223787138,Cookie,1,Credit Card,Takeaway,2015-05-25
0579346648530,Water,2,Credit Card,In-store,2015-07-25
7397152023548,Water,1,Cash,In-store,2015-03-23
7314440251209,Smoothie,1,Cash,In-store,2015-09-24
4599611416400,Sandwich,3,Credit Card,In-store,2015-04-30
4660783360331,Juice,1,Digital Wallet,In-store,2015-05-03
1905595108423,Sandwich,3,Digital Wallet,Takeaway,2015-05-19
6432084293865,Soda,2,Digital Wallet,Takeaway,2015-01-21
2291698862294,Soda,2,Digital Wallet,Takeaway,2015-02-06
1927203295042,Sandwich,1,Digital Wallet,Takeaway,2015-09-14
5768798408945,Smoothie,2,Cash,Takeaway,2015-04-26
3793303097613,Milk,2,Credit Card,In-store,2015-04-01
1879860906871,Water,3,Digital Wallet,In-store,2015-01-28
1694570895228,Salad,3,Digital Wallet,In-store,2015-08-11
2602790395045,Tea,3,Cash,Takeaway,2015-06-05
3801816276071,Cake,3,Cash,In-store,2015-11-07
0642074477298,Juice,2,Digital Wallet,In-store,2015-03-17
0530367791100,Cake,3,Digital Wallet,Takeaway,2015-12-09
8629387434257,Cake,3,Credit Card,In-store,2015-06-03
8949835742155,Sandwich,2,Cash,In-store,2015-10-07
3160145247764,Sandwich,3,Cash,In-store,2015-05-24
1181657952542,Milk,2,Cash,Takeaway,2015-09-18
4457294508136,Milk,1,Digital Wallet,In-store,2015-08-31
5852017112543,Yogurt,3,Digital Wallet,Takeaway,2015-02-25
0466909245889,Smoothie,2,Cash,Takeaway,2015-08-09
4878202415894,Smoothie,3,Cash,In-store,2015-01-16
9946770079543,Milk,1,Credit Card,In-store,2015-01-19
0762234322838,Cake,2,Credit Card,In-store,2015-02-23
0479763247227,Cake,1,Cash,Takeaway,2015-10-03
5221196638302,Soda,1,Digital Wallet,In-store,2015-12-18
