Transaction ID,Item,Quantity,Payment Method,Location,Transaction Date
3563388989574,Smoothie,3,Digital Wallet,In-store,2015-03-29
6060944392177,Cake,1,Digital Wallet,In-store,2015-02-11
8747043130944,Water,1,Cash,In-store,2015-09-06
7389952916427,Cake,1,Credit Card,Takeaway,2015-11-20
7920534077121,Yogurt,3,Digital Wallet,Takeaway,2015-02-16
1459378610646,Tea,2,Digital Wallet,In-store,2015-05-11
0340221542812,Coffee,1,Cash,In-store,2015-12-13
3549862245138,Salad,2,Cash,Takeaway,2015-01-30
1578253801761,Water,1,Credit Card,Takeaway,2015-11-07
6902547064733,Milk,2,Credit Card,In-store,2015-04-30
1618653855800,Sandwich,1,Credit Card,In-store,2015-11-30
3953895777083,Tea,2,Digital Wallet,Takeaway,2015-03-17
8997288455450,Milk,2,Cash,In-store,2015-05-14
1519218783333,Ice Cream,2,Cash,In-store,2015-08-24
4167811281960,Sandwich,3,Digital Wallet,Takeaway,2015-01-08
5329043345608,Juice,1,Cash,In-store,2015-05-28
7561822004933,Juice,2,Credit Card,In-store,2015-05-08
2190125737306,Water,3,Credit Card,Takeaway,2015-03-12
0620376198240,Cake,3,Cash,In-store,2015-02-14
3102992136679,Tea,2,Digital Wallet,In-store,2015-09-17
4883677248472,Cake,2,Digital Wallet,Takeaway,2015-12-08
5084692907538,Tea,2,Digital Wallet,Takeaway,2015-03-19
6054470028013,Salad,3,Cash,In-store,2015-08-22
1531845234774,Sandwich,1,Credit Card,In-store,2015-02-25
7772033964088,Smoothie,3,Cash,Takeaway,2015-09-20
6807247551159,Yogurt,1,Digital Wallet,Takeaway,2015-08-02
5277399467867,Cake,1,Digital Wallet,Takeaway,2015-04-13
3005314337726,Cake,1,Cash,In-store,2015-12-30
3595651952190,Yogurt,3,Digital Wallet,In-store,2015-08-22
4619077032669,Soda,1,Credit Card,Takeaway,2015-06-24
9382115334739,Cookie,1,Cash,Takeaway,2015-12-19
0653734090399,Water,2,Cash,In-store,2015-09-24
8578270661785,Water,1,Digital Wallet,In-store,2015-06-07
8015603583364,Soda,1,Digital Wallet,In-store,2015-02-09
4957562281537,Yogurt,1,Digital Wallet,Takeaway,2015-12-20
6201825032182,Water,1,Credit Card,In-store,2015-01-10
9179902606588,Coffee,1,Digital Wallet,Takeaway,2015-02-21
5358549271821,Soda,2,Digital Wallet,In-store,2015-02-07
0041358557136,Coffee,3,Digital Wallet,In-store,2015-06-30
2872745919972,Sandwich,3,Digital Wallet,Takeaway,2015-06-23
6078919345561,Soda,3,Cash,In-store,2015-04-11
1738495612017,Tea,2,Credit Card,In-store,2015-12-07
4288253149264,Water,1,Digital Wallet,Takeaway,2015-09-14
7377376625230,Cake,3,Cash,Takeaway,2015-06-03
7790567249587,Sandwich,2,Credit Card,Takeaway,2015-07-19
1984667996052,Smoothie,2,Credit Card,Takeaway,2015-04-03
1495751286619,Water,1,Credit Card,Takeaway,2015-09-11
4111845154288,Cookie,2,Digital Wallet,Takeaway,2015-07-31
5750272059330,Coffee,1,Cash,Takeaway,2015-06-08
2681254522395,Tea,3,Cash,Takeaway,2015-11-20
7901274210566,Coffee,1,Digital Wallet,Takeaway,2015-10-03
2218434744324,Ice Cream,2,Digital Wallet,Takeaway,2015-08-10
9613006292433,Cookie,3,Digital Wallet,In-store,2015-04-21
3010112555746,Coffee,1,Cash,Takeaway,2015-09-18
0317164583493,Cookie,1,Credit Card,In-store,2015-12-28
6794233507392,Tea,3,Credit Card,In-store,2015-05-08
7454797550690,Cake,3,Cash,Takeaway,2015-05-25
1893840384800,Coffee,3,Cash,Takeaway,2015-03-21
6034447240501,Soda,2,Digital Wallet,Takeaway,2015-06-24
5412138702186,Salad,3,Cash,Takeaway,2015-04-01
6130924910735,Coffee,2,Credit Card,In-store,2015-11-04
7349835981256,Cake,3,Cash,Takeaway,2015-02-27
9445757345973,Tea,1,Credit Card,Takeaway,2015-07-04
8527234249675,Tea,1,Credit Card,Takeaway,2015-05-25
0111785054789,Smoothie,2,Cash,Takeaway,2015-09-17
7700508328912,Juice,3,Credit Card,In-store,2015-06-15
0482107407713,Salad,1,Digital Wallet,Takeaway,2015-11-10
9953454619889,Sandwich,1,Credit Card,In-store,2015-07-15
3722632435209,Cake,2,Cash,Takeaway,2015-07-13
0043981353109,Sandwich,1,Cash,In-store,2015-11-09
8874763674653,Water,1,Digital Wallet,Takeaway,2015-05-18
8251700159976,Tea,1,Cash,Takeaway,2015-08-01
7845096203538,Cookie,2,Credit Card,Takeaway,2015-06-22
0439407287705,Coffee,3,Digital Wallet,In-store,2015-06-14
7511870253685,Juice,1,Credit Card,In-store,2015-11-11
6154585613026,Sandwich,2,Cash,In-store,2015-06-01
3619030762115,Sandwich,2,Credit Card,Takeaway,2015-06-04
1857889105444,Water,2,Cash,In-store,2015-04-02
8613702599165,Sandwich,1,Credit Card,Takeaway,2015-04-11
6814151609180,Salad,1,Credit Card,In-store,2015-11-13
9567413568431,Sandwich,3,Credit Card,Takeaway,2015-10-04
7494735499933,Cake,2,Digital Wallet,Takeaway,2015-01-05
2664359660278,Sandwich,1,Credit Card,Takeaway,2015-10-13
3043072498570,Tea,3,Cash,In-store,2015-12-25
8307587880783,Salad,2,Digital Wallet,In-store,2015-11-07
8067828414237,Tea,2,Cash,Takeaway,2015-02-10
6394215437572,Smoothie,3,Credit Card,Takeaway,2015-11-19
5707041894081,Ice Cream,3,Credit Card,Takeaway,2015-07-20
2898598376687,Yogurt,3,Credit Card,Takeaway,2015-04-15
4179912171811,Cake,3,Credit Card,Takeaway,2015-06-01
0341312570301,Water,3,Credit Card,Takeaway,2015-04-25
3962351405958,Coffee,3,Credit Card,Takeaway,2015-02-12
5760881284047,Sandwich,1,Digital Wallet,In-store,2015-07-14
8809874328416,Sandwich,1,Credit Card,In-store,2015-03-25
1632283139550,Juice,1,Digital Wallet,Takeaway,2015-08-28
2664409571974,Cookie,1,Digital Wallet,In-store,2015-12-27
4069054278489,Cake,3,Credit Card,In-store,2015-05-29
8973375675949,Cookie,2,Cash,Takeaway,2015-08-29
7279628389931,Salad,3,Credit Card,Takeaway,2015-10-17
9811220125203,Yogurt,2,Digital Wallet,Takeaway,2015-03-18
4270406264665,Coffee,3,Digital Wallet,In-store,2016-05-07
6704873095227,Milk,1,Digital Wallet,Takeaway,2016-02-07
5503644681482,Sandwich,1,Credit Card,In-store,2016-07-30
7015320005904,Smoothie,3,Cash,Takeaway,2016-12-25
3358227144548,Milk,3,Digital Wallet,In-store,2016-05-17
4895971261200,Coffee,1,Credit Card,Takeaway,2016-08-14
7782933374245,Smoothie,2,Cash,Takeaway,2016-08-24
2385942669972,Ice Cream,3,Digital Wallet,In-store,2016-04-21
8064688334736,Sandwich,2,Digital Wallet,In-store,2016-03-25
5450594322357,Coffee,2,Cash,In-store,2016-04-25
0945053325291,Cake,1,Credit Card,In-store,2016-11-14
0584684004603,Water,3,Digital Wallet,In-store,2016-08-11
8563543840509,Yogurt,1,Credit Card,In-store,2016-06-20
0523065755635,Cake,2,Credit Card,Takeaway,2016-08-01
7369008516757,Coffee,1,Cash,In-store,2016-05-27
8584837649950,Juice,1,Cash,Takeaway,2016-10-08
8771155214322,Coffee,2,Cash,Takeaway,2016-09-14
3603972007267,Tea,3,Cash,In-store,2016-10-14
8878962033068,Tea,1,Credit Card,In-store,2016-06-30
2902841018603,Ice Cream,3,Credit Card,In-store,2016-10-23
0312216555855,Cookie,3,Digital Wallet,In-store,2016-09-09
1088373710930,Smoothie,3,Cash,In-store,2016-11-17
8293803972267,Milk,2,Cash,In-store,2016-09-28
6158496204106,Ice Cream,1,Digital Wallet,In-store,2016-06-22
6133934405406,Ice Cream,3,Digital Wallet,In-store,2016-09-06
4989526724378,Cookie,1,Credit Card,In-store,2016-03-31
6873945743691,Salad,1,Digital Wallet,Takeaway,2016-06-17
0588311039976,Cookie,2,Credit Card,Takeaway,2016-11-01
5997438368480,Coffee,1,Digital Wallet,In-store,2016-11-23
1807965273567,Yogurt,2,Credit Card,Takeaway,2016-08-30
5659912995031,Coffee,3,Digital Wallet,Takeaway,2016-05-29
3866769127078,Soda,2,Credit Card,Takeaway,2016-05-27
8009534438855,Soda,2,Credit Card,In-store,2016-12-30
0386843201485,Salad,3,Credit Card,In-store,2016-05-06
6998847595770,Coffee,2,Credit Card,Takeaway,2016-09-19
5332424065057,Cake,1,Cash,Takeaway,2016-06-17
7507661307774,Juice,1,Credit Card,In-store,2016-09-13
9399525559003,Smoothie,1,Cash,Takeaway,2016-08-19
1959553157220,Cake,2,Credit Card,In-store,2016-11-15
1352311501660,Salad,2,Credit Card,In-store,2016-02-08
4443178483125,Soda,3,Digital Wallet,Takeaway,2016-07-17
9811401867502,Cake,3,Cash,Takeaway,2016-01-26
1705402303900,Yogurt,3,Cash,In-store,2016-11-23
4816097224221,Tea,2,Cash,Takeaway,2016-03-12
3036689063989,Yogurt,3,Cash,In-store,2016-04-26
3505998263927,Sandwich,2,Digital Wallet,Takeaway,2016-09-21
9777381498221,Juice,3,Cash,Takeaway,2016-11-02
7573434180905,Cake,2,Digital Wallet,Takeaway,2016-11-07
5036126842687,Water,2,Credit Card,Takeaway,2016-06-11
0710292883983,Salad,1,Cash,In-store,2016-11-06
6178752534426,Smoothie,2,Credit Card,In-store,2016-12-15
8966119977706,Cake,1,Credit Card,Takeaway,2016-01-16
4992229035764,Cookie,3,Digital Wallet,In-store,2016-09-20
9620131996884,Cookie,2,Credit Card,In-store,2016-06-15
3584874518184,Ice Cream,3,Cash,Takeaway,2016-10-31
6025034860288,Water,3,Credit Card,Takeaway,2016-02-24
6672479240429,Ice Cream,2,Digital Wallet,Takeaway,2016-07-22
3545027302043,Cake,2,Credit Card,In-store,2016-10-08
6583049133730,Salad,2,Credit Card,Takeaway,2016-09-11
2980480536832,Cookie,1,Credit Card,Takeaway,2016-03-06
6261268127456,Soda,3,Digital Wallet,In-store,2016-05-05
4711539058733,Cake,3,Digital Wallet,Takeaway,2016-06-29
7062631399338,Yogurt,1,Cash,Takeaway,2016-05-18
6146098311070,Milk,3,Credit Card,Takeaway,2016-01-25
7458370734910,Sandwich,1,Cash,In-store,2016-08-19
0216230612030,Yogurt,2,Digital Wallet,Takeaway,2016-05-11
2331675990296,Soda,3,Digital Wallet,In-store,2016-02-04
0828524403783,Cake,1,Credit Card,Takeaway,2016-05-22
